จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,คะแนน
กรุงเทพมหานคร,19,2,นายวรวิทย์ พงษ์ประเทศ,ไทยสร้างไทย,924
กรุงเทพมหานคร,19,4,นายจิรัฏฐ์ เชาว์อริยรัฐ,กล้าธรรม,772
กรุงเทพมหานคร,19,3,นายสมัย ภูมรินทร,ไทยก้าวใหม่,579
กรุงเทพมหานคร,19,5,นายศรศักดิ์ สวนแก้ว,ปวงชนไทย,546
กรุงเทพมหานคร,19,1,นายปิยะชาติ อำนวยเวช,โอกาสใหม่,377
กรุงเทพมหานคร,19,13,นายเอนก มนัสซง,พลวัต,345
กรุงเทพมหานคร,19,12,นางสาวสุธิดารา สาสาย,รักชาติ,269
กรุงเทพมหานคร,19,14,นายบวรวิช รักไทย,ทางเลือกใหม่,230
กรุงเทพมหานคร,20,7,นายชุมพล หลักคำ,ประชาชน,34941
กรุงเทพมหานคร,20,11,นางสาวธีรรัตน์ สำเร็จวาณิชย์,เพื่อไทย,27474
กรุงเทพมหานคร,20,2,นายธนะสิทธิ์ เมธพันธ์เมือง,ภูมิใจไทย,7771
กรุงเทพมหานคร,20,13,นายรัฐศักดิ์ สุขยิ่ง,ประชาธิปัตย์,4139
กรุงเทพมหานคร,20,9,นายหวังจันทร์ ยิ้มวิไล,โอกาสใหม่,1483
กรุงเทพมหานคร,20,12,นายวีรภัทร์ พันธุ์หาญ,รวมไทยสร้างชาติ,1229
กรุงเทพมหานคร,20,14,นายจตุพล ยอดวงค์พะเนา,เศรษฐกิจ,1221
กรุงเทพมหานคร,20,6,นายพงศ์ปณตพล รักสกุลกานต์,ไทยก้าวใหม่,1135
กรุงเทพมหานคร,20,5,ว่าที่ร้อยตรีหญิงนุชนาฏ หุ่นอยู่,ไทยสร้างไทย,1018
กรุงเทพมหานคร,20,1,นายวรชัย สมบัติเจริญกิจ,พลวัต,424
กรุงเทพมหานคร,20,10,นายปิยะพล เหมันต์,กล้าธรรม,308
กรุงเทพมหานคร,20,8,นายพิชชา ขำสุวรรณ,พร้อม,298
กรุงเทพมหานคร,20,4,นางเขมจิรา พชรจรวยพร,ปวงชนไทย,287
กรุงเทพมหานคร,20,3,นายวันชัย รัตนขจรไทย,พลังประชารัฐ,207
กรุงเทพมหานคร,21,1,นายสุรเชษฐ์ สีงาม,เศรษฐกิจ,1296
กรุงเทพมหานคร,21,2,นายวรวุธ ลีลานภาศักดิ์,โอกาสใหม่,201
กรุงเทพมหานคร,21,3,นายเตวิช เฉลิมรักษ์,ไทยก้าวใหม่,636
กรุงเทพมหานคร,21,4,นายทวนชัย นิยมชาติ,ภูมิใจไทย,10553
กรุงเทพมหานคร,21,5,นายณัทพัช อัคฮาด,พลวัต,297
กรุงเทพมหานคร,21,6,นายภูมิ สวัสดี,รักชาติ,1199
กรุงเทพมหานคร,21,7,นางสาวชนิดาภา สงวนพวก,เพื่อไทย,6039
กรุงเทพมหานคร,21,8,นายณัฐพงศ์ เปรมพูลสวัสดิ์,ประชาชน,45951
กรุงเทพมหานคร,21,9,นางสาวมินทร์ชิสามณีนนทเศรษฐ์,กล้าธรรม,1060
กรุงเทพมหานคร,21,10,นางสุภาวดี บางใหญ่,รวมไทยสร้างชาติ,1153
กรุงเทพมหานคร,21,11,นายพีรพัฒน์ สุทัศนทรวง,ไทยภักดี,827
กรุงเทพมหานคร,21,12,นายเวโรฒ มาตยศิริ,อนาคตไทย,267
กรุงเทพมหานคร,21,13,นายเกรียงไกร สาลีผล,ปวงชนไทย,217
กรุงเทพมหานคร,21,14,นายกิตพล เชิดชูกิจกุล,ประชาธิปัตย์,21155
กรุงเทพมหานคร,21,15,ว่าที่ร้อยเอกวีรพล วงษ์มะเซาะ,ไทยสร้างไทย,495
กรุงเทพมหานคร,22,1,นายสุภกร ตันติไพบูลย์ธนะ,ประชาชน,42264
กรุงเทพมหานคร,22,2,นายพงศ์พล ยอดเมืองเจริญ,ภูมิใจไทย,17486
กรุงเทพมหานคร,22,3,นายปรินต์ ทองปุสสะ,ประชาธิปัตย์,9244
กรุงเทพมหานคร,22,4,นายธกร เลาหพงศ์ชนะ,เพื่อไทย,7036
กรุงเทพมหานคร,22,5,ร.ต.ต.มณฑล โพธิ์คาย,พลังประชารัฐ,2983
กรุงเทพมหานคร,22,6,นายพงศ์ไพศาล มะลุลีม,รวมไทยสร้างชาติ,1705
