รหัสจังหวัด,จังหวัด,เขต,หมายเลข,พรรค,คะแนน
10,กรุงเทพมหานคร,8,48,ไทยสร้างไทย,923
10,กรุงเทพมหานคร,8,49,ไทยก้าวใหม่,926
10,กรุงเทพมหานคร,8,50,ประชาอาสาชาติ,1
10,กรุงเทพมหานคร,8,51,พร้อม,22
10,กรุงเทพมหานคร,8,52,เครือข่าวชาวนาแห่งประเทศไทย,10
10,กรุงเทพมหานคร,8,53,ไทยพิทักษ์ธรรม,5
10,กรุงเทพมหานคร,8,54,ความหวังใหม่,19
10,กรุงเทพมหานคร,8,55,ไทยรวมไทย,11
10,กรุงเทพมหานคร,8,56,เพื่อบ้านเมือง,12
10,กรุงเทพมหานคร,8,57,พลังไทยรักชาติ,20
10,กรุงเทพมหานคร,9,1,ไทยทรัพย์ทวี,62
10,กรุงเทพมหานคร,9,2,เพื่อชาติไทย,210
10,กรุงเทพมหานคร,9,3,ใหม่,57
10,กรุงเทพมหานคร,9,4,มิติใหม่,38
10,กรุงเทพมหานคร,9,5,รวมใจไทย,309
10,กรุงเทพมหานคร,9,6,รวมไทยสร้างชาติ,2640
10,กรุงเทพมหานคร,9,7,พลวัต,133
10,กรุงเทพมหานคร,9,8,ประชาธิปไตยใหม่,362
10,กรุงเทพมหานคร,9,9,เพื่อไทย,9729
10,กรุงเทพมหานคร,9,10,ทางเลือกใหม่,480
10,กรุงเทพมหานคร,9,11,เศรษฐกิจ,1852
10,กรุงเทพมหานคร,9,12,เสรีรวมไทย,467
10,กรุงเทพมหานคร,9,13,รวมพลังประชาชน,230
10,กรุงเทพมหานคร,9,14,ท้องที่ไทย,14
10,กรุงเทพมหานคร,9,15,อนาคตไทย,55
10,กรุงเทพมหานคร,9,16,พลังเพื่อไทย,71
10,กรุงเทพมหานคร,9,17,ไทยชนะ,36
10,กรุงเทพมหานคร,9,18,พลังสังคมใหม่,10
10,กรุงเทพมหานคร,9,19,สังคมประชาธิปไตยไทย,18
10,กรุงเทพมหานคร,9,20,ฟิวชั่น,19
10,กรุงเทพมหานคร,9,21,ไทรวมพลัง,61
10,กรุงเทพมหานคร,9,22,ก้าวอิสระ,14
10,กรุงเทพมหานคร,9,23,ปวงชนไทย,57
10,กรุงเทพมหานคร,9,24,วิชชันใหม่,42
10,กรุงเทพมหานคร,9,25,เพื่อชีวิตใหม่,8
10,กรุงเทพมหานคร,9,26,คลองไทย,26
10,กรุงเทพมหานคร,9,27,ประชาธิปัตย์,9108
10,กรุงเทพมหานคร,9,28,ไทยก้าวหน้า,78
10,กรุงเทพมหานคร,9,29,ไทยภักดี,1669
10,กรุงเทพมหานคร,9,30,แรงงานสร้างชาติ,21
10,กรุงเทพมหานคร,9,31,ประชากรไทย,45
10,กรุงเทพมหานคร,9,32,ครูไทยเพื่อประชาชน,23
10,กรุงเทพมหานคร,9,33,ประชาชาติ,56
10,กรุงเทพมหานคร,9,34,สร้างอนาคตไทย,24
10,กรุงเทพมหานคร,9,35,รักชาติ,162
10,กรุงเทพมหานคร,9,36,ไทยพร้อม,170
10,กรุงเทพมหานคร,9,37,ภูมิใจไทย,19538
10,กรุงเทพมหานคร,9,38,พลังธรรมใหม่,45
10,กรุงเทพมหานคร,9,39,กรีน,140
10,กรุงเทพมหานคร,9,40,ไทยธรรม,13
10,กรุงเทพมหานคร,9,41,แผ่นดินธรรม,18
10,กรุงเทพมหานคร,9,42,กล้าธรรม,599
10,กรุงเทพมหานคร,9,43,พลังประชารัฐ,138
10,กรุงเทพมหานคร,9,44,โอกาสใหม่,141
10,กรุงเทพมหานคร,9,45,เป็นธรรม,66
10,กรุงเทพมหานคร,9,46,ประชาชน,47230
10,กรุงเทพมหานคร,9,47,ประชาไทย,75
10,กรุงเทพมหานคร,9,48,ไทยสร้างไทย,1075
10,กรุงเทพมหานคร,9,49,ไทยก้าวใหม่,832
10,กรุงเทพมหานคร,9,50,ประชาอาสาชาติ,4
10,กรุงเทพมหานคร,9,51,พร้อม,25
10,กรุงเทพมหานคร,9,52,เครือข่ายชาวนาแห่งประเทศไทย,9
10,กรุงเทพมหานคร,9,53,ไทยพิทักษ์ธรรม,6
10,กรุงเทพมหานคร,9,54,ความหวังใหม่,13
10,กรุงเทพมหานคร,9,55,ไทยรวมไทย,8
10,กรุงเทพมหานคร,9,56,เพื่อบ้านเมือง,14
10,กรุงเทพมหานคร,9,57,พลังไทยรักชาติ,16
10,กรุงเทพมหานคร,10,1,ไทยทรัพย์ทวี,59
10,กรุงเทพมหานคร,10,2,เพื่อชาติไทย,339
10,กรุงเทพมหานคร,10,3,ใหม่,65
10,กรุงเทพมหานคร,10,4,มิติใหม่,70
10,กรุงเทพมหานคร,10,5,รวมใจไทย,732
10,กรุงเทพมหานคร,10,6,รวมไทยสร้างชาติ,2583
10,กรุงเทพมหานคร,10,7,พลวัต,130
10,กรุงเทพมหานคร,10,8,ประชาธิปไตยใหม่,229
10,กรุงเทพมหานคร,10,9,เพื่อไทย,13051
10,กรุงเทพมหานคร,10,10,ทางเลือกใหม่,628
10,กรุงเทพมหานคร,10,11,เศรษฐกิจ,2414
10,กรุงเทพมหานคร,10,12,เสรีรวมไทย,456
10,กรุงเทพมหานคร,10,13,รวมพลังประชาชน,270
10,กรุงเทพมหานคร,10,14,ท้องที่ไทย,31
10,กรุงเทพมหานคร,10,15,อนาคตไทย,46
10,กรุงเทพมหานคร,10,16,พลังเพื่อไทย,110
10,กรุงเทพมหานคร,10,17,ไทยชนะ,34
10,กรุงเทพมหานคร,10,18,พลังสังคมใหม่,17
10,กรุงเทพมหานคร,10,19,สังคมประชาธิปไตยไทย,41
10,กรุงเทพมหานคร,10,20,ฟิวชัน,21
10,กรุงเทพมหานคร,10,21,ไทยรวมพลัง,58
10,กรุงเทพมหานคร,10,22,ก้าวอิสระ,23
10,กรุงเทพมหานคร,10,23,ปวงชนไทย,27
10,กรุงเทพมหานคร,10,24,วิชชั่นใหม่,17
10,กรุงเทพมหานคร,10,25,เพื่อชีวิตใหม่,3
10,กรุงเทพมหานคร,10,26,คลองไทย,35
10,กรุงเทพมหานคร,10,27,ประชาธิปัตย์,7079
10,กรุงเทพมหานคร,10,28,ไทยก้าวหน้า,105
10,กรุงเทพมหานคร,10,29,ไทยภักดี,1276
10,กรุงเทพมหานคร,10,30,แรงงานสร้างชาติ,42
10,กรุงเทพมหานคร,10,31,ประชากรไทย,65
10,กรุงเทพมหานคร,10,32,ครูไทยเพื่อประชาชน,15
10,กรุงเทพมหานคร,10,33,ประชาชาติ,60
10,กรุงเทพมหานคร,10,34,สร้างอนาคตไทย,53
10,กรุงเทพมหานคร,10,35,รักชาติ,168
10,กรุงเทพมหานคร,10,36,ไทยพร้อม,39
10,กรุงเทพมหานคร,10,37,ภูมิใจไทย,16002
10,กรุงเทพมหานคร,10,38,พลังธรรมไทย,50
10,กรุงเทพมหานคร,10,39,กรีน,107
